    8192 2548.07 
   16384 3784.59 
   24576 4757.99 
   32768 5755.79 
   40960 6178.79 
   49152 6439.29 
   57344 6796.28 
   65536 6963.67 
   73728 7253.80 
   81920 7711.89 
   90112 7889.33 
   98304 8226.66 
  106496 8712.18 
  114688 8604.03 
  122880 8842.30 
  131072 8979.62 
  139264 9423.85 
  147456 9351.42 
  155648 9638.87 
