    8192 2.90 
   16384 5.50 
   24576 8.20 
   32768 11.00 
   40960 13.74 
   49152 16.51 
   57344 19.10 
   65536 7.29 
   73728 8.25 
   81920 9.11 
   90112 10.01 
   98304 10.92 
  106496 11.90 
  114688 12.82 
  122880 13.60 
  131072 14.64 
  139264 15.35 
  147456 16.46 
  155648 17.25 
