OMP, 1, 8192, 8192, 1000, 41.507, 41.090, wn20 
OMP, 2, 8192, 8192, 1000, 25.773, 25.369, wn20 
OMP, 4, 8192, 8192, 1000, 22.499, 22.060, wn20 
